numero,variable,region,model,langue,surprisal
1,1,1,BERT,Anglais,1.4667277336120605
1,1,2,BERT,Anglais,5.352801322937012
1,1,3,BERT,Anglais,2.9494616985321045
1,1,4,BERT,Anglais,12.26071548461914
1,1,8,BERT,Anglais,0.044553350657224655
1,2,1,BERT,Anglais,0.44123831391334534
1,2,2,BERT,Anglais,4.546270370483398
1,2,3,BERT,Anglais,4.502221584320068
1,2,8,BERT,Anglais,0.0561194084584713
1,3,1,BERT,Anglais,3.537376642227173
1,3,2,BERT,Anglais,3.063591480255127
1,3,3,BERT,Anglais,5.279500484466553
1,3,4,BERT,Anglais,12.755352973937988
1,3,8,BERT,Anglais,0.056990090757608414
1,4,1,BERT,Anglais,1.8438676595687866
1,4,2,BERT,Anglais,3.0830743312835693
1,4,3,BERT,Anglais,0.29248666763305664
1,4,8,BERT,Anglais,0.042831163853406906
1,5,1,BERT,Anglais,1.2752138376235962
1,5,2,BERT,Anglais,7.198904991149902
1,5,3,BERT,Anglais,3.9991912841796875
1,5,4,BERT,Anglais,7.791686058044434
1,5,5,BERT,Anglais,0.03494032844901085
1,5,6,BERT,Anglais,15.31557559967041
1,5,7,BERT,Anglais,3.893749475479126
1,5,8,BERT,Anglais,0.028348397463560104
1,6,1,BERT,Anglais,1.3430589437484741
1,6,2,BERT,Anglais,9.469460487365723
1,6,3,BERT,Anglais,5.723799705505371
1,6,4,BERT,Anglais,10.445274353027344
1,6,5,BERT,Anglais,5.092412948608398
1,6,6,BERT,Anglais,17.423934936523438
1,6,8,BERT,Anglais,0.05901411548256874
1,7,1,BERT,Anglais,3.8233180046081543
1,7,2,BERT,Anglais,4.5246171951293945
1,7,3,BERT,Anglais,3.8212828636169434
1,7,4,BERT,Anglais,8.065265655517578
1,7,5,BERT,Anglais,0.0644020214676857
1,7,6,BERT,Anglais,14.321582794189453
1,7,7,BERT,Anglais,5.425912857055664
1,7,8,BERT,Anglais,0.04803875461220741
1,8,1,BERT,Anglais,4.134269714355469
1,8,2,BERT,Anglais,2.733851432800293
1,8,3,BERT,Anglais,3.1614990234375
1,8,4,BERT,Anglais,10.639986991882324
1,8,5,BERT,Anglais,3.6897635459899902
1,8,6,BERT,Anglais,15.33188247680664
1,8,8,BERT,Anglais,0.05985553190112114
2,1,1,BERT,Anglais,0.6099817156791687
2,1,2,BERT,Anglais,4.044434070587158
2,1,3,BERT,Anglais,0.9473951458930969
2,1,4,BERT,Anglais,8.975669860839844
2,1,8,BERT,Anglais,0.040826164186000824
2,2,1,BERT,Anglais,0.6340726017951965
2,2,2,BERT,Anglais,6.236386299133301
2,2,3,BERT,Anglais,4.645320892333984
2,2,8,BERT,Anglais,0.03020290657877922
2,3,1,BERT,Anglais,0.5032037496566772
2,3,2,BERT,Anglais,4.2916789054870605
2,3,3,BERT,Anglais,12.769654273986816
2,3,4,BERT,Anglais,9.06031322479248
2,3,8,BERT,Anglais,0.04435044527053833
2,4,1,BERT,Anglais,0.2138165384531021
2,4,2,BERT,Anglais,8.652820587158203
2,4,3,BERT,Anglais,8.613751411437988
2,4,8,BERT,Anglais,0.03423966467380524
2,5,1,BERT,Anglais,0.8101810216903687
2,5,2,BERT,Anglais,3.648536205291748
2,5,3,BERT,Anglais,0.8617035150527954
2,5,4,BERT,Anglais,7.1666059494018555
2,5,5,BERT,Anglais,2.0812828540802
2,5,6,BERT,Anglais,2.042091131210327
2,5,7,BERT,Anglais,13.219524383544922
2,5,8,BERT,Anglais,0.049485839903354645
2,6,1,BERT,Anglais,0.44578999280929565
2,6,2,BERT,Anglais,3.9103307723999023
2,6,3,BERT,Anglais,0.8637135028839111
2,6,4,BERT,Anglais,9.318928718566895
2,6,5,BERT,Anglais,2.5852556228637695
2,6,6,BERT,Anglais,1.895682692527771
2,6,8,BERT,Anglais,0.04540935903787613
2,7,1,BERT,Anglais,0.8007895946502686
2,7,2,BERT,Anglais,4.979459762573242
2,7,3,BERT,Anglais,14.337855339050293
2,7,4,BERT,Anglais,7.5036234855651855
2,7,5,BERT,Anglais,1.838343858718872
2,7,6,BERT,Anglais,2.245939254760742
2,7,7,BERT,Anglais,16.44377326965332
2,7,8,BERT,Anglais,0.05960359424352646
2,8,1,BERT,Anglais,0.514191210269928
2,8,2,BERT,Anglais,5.403677463531494
2,8,3,BERT,Anglais,14.887771606445312
2,8,4,BERT,Anglais,8.542323112487793
2,8,5,BERT,Anglais,1.7797235250473022
2,8,6,BERT,Anglais,1.6339542865753174
2,8,8,BERT,Anglais,0.06379251927137375
3,1,1,BERT,Anglais,6.934345245361328
3,1,2,BERT,Anglais,1.4802443981170654
3,1,3,BERT,Anglais,0.00968374963849783
3,1,4,BERT,Anglais,4.669577598571777
3,1,8,BERT,Anglais,0.0448174886405468
3,2,1,BERT,Anglais,3.855745792388916
3,2,2,BERT,Anglais,6.962089538574219
3,2,3,BERT,Anglais,5.861269950866699
3,2,8,BERT,Anglais,0.030523361638188362
3,3,1,BERT,Anglais,3.683656930923462
3,3,2,BERT,Anglais,5.246586322784424
3,3,3,BERT,Anglais,17.718441009521484
3,3,4,BERT,Anglais,5.9732794761657715
3,3,8,BERT,Anglais,0.05600989609956741
3,4,1,BERT,Anglais,3.2932283878326416
3,4,2,BERT,Anglais,5.936916351318359
3,4,3,BERT,Anglais,13.948661804199219
3,4,8,BERT,Anglais,0.06282205879688263
3,5,1,BERT,Anglais,2.7237913608551025
3,5,2,BERT,Anglais,1.398961067199707
3,5,3,BERT,Anglais,0.039922039955854416
3,5,4,BERT,Anglais,4.345137596130371
3,5,5,BERT,Anglais,0.8610519170761108
3,5,6,BERT,Anglais,11.47510814666748
3,5,7,BERT,Anglais,9.340529441833496
3,5,8,BERT,Anglais,0.02956896461546421
3,6,1,BERT,Anglais,3.750776529312134
3,6,2,BERT,Anglais,1.641379475593567
3,6,3,BERT,Anglais,2.1230854988098145
3,6,4,BERT,Anglais,7.655548572540283
3,6,5,BERT,Anglais,6.2689104080200195
3,6,6,BERT,Anglais,14.60269546508789
3,6,8,BERT,Anglais,0.04036695510149002
3,7,1,BERT,Anglais,2.8695404529571533
3,7,2,BERT,Anglais,3.938767194747925
3,7,3,BERT,Anglais,15.941842079162598
3,7,4,BERT,Anglais,4.745857238769531
3,7,5,BERT,Anglais,1.4878815412521362
3,7,6,BERT,Anglais,10.907231330871582
3,7,7,BERT,Anglais,9.947166442871094
3,7,8,BERT,Anglais,0.03248436003923416
3,8,1,BERT,Anglais,2.8704428672790527
3,8,2,BERT,Anglais,5.096070289611816
3,8,3,BERT,Anglais,13.213438987731934
3,8,4,BERT,Anglais,8.982893943786621
3,8,5,BERT,Anglais,6.462037563323975
3,8,6,BERT,Anglais,17.674209594726562
3,8,8,BERT,Anglais,0.04636230692267418
4,1,1,BERT,Anglais,0.28084611892700195
4,1,2,BERT,Anglais,3.7863929271698
4,1,3,BERT,Anglais,0.021833769977092743
4,1,4,BERT,Anglais,2.063537836074829
4,1,8,BERT,Anglais,0.022407986223697662
4,2,1,BERT,Anglais,0.16307513415813446
4,2,2,BERT,Anglais,6.544589042663574
4,2,3,BERT,Anglais,6.876952171325684
4,2,8,BERT,Anglais,0.03504005819559097
4,3,1,BERT,Anglais,2.4291107654571533
4,3,2,BERT,Anglais,2.445831060409546
4,3,3,BERT,Anglais,14.984039306640625
4,3,4,BERT,Anglais,3.4739990234375
4,3,8,BERT,Anglais,0.09609103947877884
4,4,1,BERT,Anglais,2.993452787399292
4,4,2,BERT,Anglais,3.366617202758789
4,4,3,BERT,Anglais,13.079005241394043
4,4,8,BERT,Anglais,0.08645614981651306
4,5,1,BERT,Anglais,0.6320127844810486
4,5,2,BERT,Anglais,2.9379723072052
4,5,3,BERT,Anglais,0.017733760178089142
4,5,4,BERT,Anglais,0.7097756862640381
4,5,5,BERT,Anglais,0.1612200140953064
4,5,6,BERT,Anglais,5.179467678070068
4,5,7,BERT,Anglais,17.94256019592285
4,5,8,BERT,Anglais,0.022298207506537437
4,6,1,BERT,Anglais,0.2479017674922943
4,6,2,BERT,Anglais,3.060589075088501
4,6,3,BERT,Anglais,0.02784527651965618
4,6,4,BERT,Anglais,0.9491990804672241
4,6,5,BERT,Anglais,9.787376403808594
4,6,6,BERT,Anglais,10.737466812133789
4,6,8,BERT,Anglais,0.023599060252308846
4,7,1,BERT,Anglais,0.6718300580978394
4,7,2,BERT,Anglais,2.705923557281494
4,7,3,BERT,Anglais,14.778308868408203
4,7,4,BERT,Anglais,0.4285070300102234
4,7,5,BERT,Anglais,0.13142289221286774
4,7,6,BERT,Anglais,5.499067783355713
4,7,7,BERT,Anglais,18.74025535583496
4,7,8,BERT,Anglais,0.06691118329763412
4,8,1,BERT,Anglais,0.506764829158783
4,8,2,BERT,Anglais,3.3540213108062744
4,8,3,BERT,Anglais,14.644521713256836
4,8,4,BERT,Anglais,2.18430495262146
4,8,5,BERT,Anglais,4.646297931671143
4,8,6,BERT,Anglais,10.333967208862305
4,8,8,BERT,Anglais,0.04970201849937439
5,1,1,BERT,Anglais,5.094913959503174
5,1,2,BERT,Anglais,5.840759754180908
5,1,3,BERT,Anglais,1.3580102920532227
5,1,4,BERT,Anglais,15.400317192077637
5,1,8,BERT,Anglais,0.11717236042022705
5,2,1,BERT,Anglais,6.0758490562438965
5,2,2,BERT,Anglais,6.273240089416504
5,2,3,BERT,Anglais,7.935882091522217
5,2,8,BERT,Anglais,0.13873377442359924
5,3,1,BERT,Anglais,5.963159084320068
5,3,2,BERT,Anglais,7.287994384765625
5,3,3,BERT,Anglais,11.926936149597168
5,3,4,BERT,Anglais,17.039100646972656
5,3,8,BERT,Anglais,0.3820391595363617
5,4,1,BERT,Anglais,7.081879138946533
5,4,2,BERT,Anglais,7.552785873413086
5,4,3,BERT,Anglais,10.530512809753418
5,4,8,BERT,Anglais,0.1662096381187439
5,5,1,BERT,Anglais,6.073726177215576
5,5,2,BERT,Anglais,4.263328552246094
5,5,3,BERT,Anglais,0.7076848149299622
5,5,4,BERT,Anglais,9.917841911315918
5,5,5,BERT,Anglais,9.126049995422363
5,5,6,BERT,Anglais,2.326291084289551
5,5,7,BERT,Anglais,9.02761459350586
5,5,8,BERT,Anglais,0.06627315282821655
5,6,1,BERT,Anglais,5.734623908996582
5,6,2,BERT,Anglais,4.6897382736206055
5,6,3,BERT,Anglais,1.0058717727661133
5,6,4,BERT,Anglais,10.66069507598877
5,6,5,BERT,Anglais,8.414410591125488
